"lower","actualEffect","upper","posterior_prob","article_names","significance","positive"
153.471419019003,163.5,162.336550426666,0.00117785630153121,"marbledgrouper",1,1
708.104432995576,860.5,779.939032275792,0.0015552099533437,"greyreefshark",1,1
365.037789758988,3408.5,1484.90099519961,0.0024330900243309,"jellyfish",1,1
3198.19110552656,6159,5168.50233804202,0.00119189511323004,"whaleshark",1,1
-18.9843199788516,127.5,51.0554019410678,0.19125,"devilfish",0,1
623.037160347456,849,741.327785246329,0.00137551581843191,"lanternfish",1,1
4840.96990516459,7479.5,5957.60161371659,0.00137931034482759,"spermwhale",1,1
491.836448826217,655.5,608.317500368853,0.00118764845605701,"spinnerdolphin",1,1
1228.82694591052,1866.5,1404.70289176918,0.00120772946859903,"yellowfintuna",1,1
135.771985169461,675.5,454.722395699745,0.00118343195266272,"sailfish",1,1
824.567032933782,960,955.88322572205,0.00102459016393443,"suckerfish",1,1
-223.477715203254,1638.5,152.667304677034,0.366391184573003,"squid",0,1
-213.906628182015,1638.5,149.645166645586,0.367768595041322,"squid",0,1
95.6962296659058,245,188.970339540466,0.00120772946859903,"silkyshark",1,1
-331.564537163362,2536.5,199.392569433223,0.318066157760814,"turtle",0,1
-361.528196576411,1219,1800.32134059207,0.119854721549637,"blueshark",0,1
-2036.83641816916,3672,2686.2972567143,0.396094839609484,"greatwhiteshark",0,1
22.1845993307838,134.5,136.905420633016,0.0023696682464455,"shortfinnedpilotwhale",1,1
971.667467331406,2337,1470.37693832558,0.00367647058823529,"humpbackwhale",1,1
-3362.08006997727,854,2578.48558770644,0.416765053128689,"sealion",0,1
-27.6041422716388,74,48.5624227865553,0.290744466800805,"brownfurseal",0,1
1213.1738976476,2979.5,1754.21274101804,0.00125,"seaurchin",1,1
-325.187506014614,1712.5,1419.18090939493,0.105076741440378,"seacucumber",0,1
-5.39290708289927,66.5,63.4533985532061,0.0566706021251476,"majoidea",0,1
-18.5264968871985,1761,663.204870728666,0.0533333333333333,"starfish",0,1
11.2685722843069,815.5,279.155445628979,0.0221774193548387,"greenseaturtle",1,1
114.627174456346,293.5,213.738951747909,0.00102774922918808,"commonoctopus",1,1
1359.54431091795,1382.5,1377.2581239286,0.00100401606425703,"pyjamashark",1,1
1325.03341087172,1564,1528.21781534493,0.001,"garibaldifish",1,1
164.098429023777,466.5,330.380312481762,0.00103842159916926,"electricray",1,1
-335.798077321125,1312.5,643.151400533115,0.251781472684086,"tigershark",0,1
-462.72263543436,1917.5,1208.15885482356,0.174725274725275,"stingray",0,1
302.781243487143,408,387.884711305645,0.00104602510460251,"sepiaapama",1,1
806.42020789404,1291.5,1585.74336584577,0.00118063754427391,"commonseadragon",1,1
20.614322767366,83,48.508904124092,0.00125,"mysida",1,1
620.122101193191,651,639.716256942072,0.00118063754427391,"lysiosquillinamaculata",1,1
-25.6426136822941,885,309.627167687018,0.0414634146341463,"anchovy",1,1
2176.82677389928,3157,2854.61491115098,0.00101010101010101,"elephantseal",1,1
-110.558642938815,662.5,836.397729578264,0.0696576151121606,"kingpenguin",0,1
-2306.33369627301,1576.5,3606.55637045338,0.361275088547816,"sealion",0,1
50.2282700071855,385,267.490126812694,0.00599700149925037,"blacktipshark",1,1
906.038510604173,1749.5,1264.22940247462,0.00101522842639594,"yellowfintuna",1,1
-37.1550129628469,388,216.141069630467,0.066358024691358,"oliveridleyseaturtle",0,1
-324.457916551654,955.5,455.70000940339,0.341212744090442,"seaanemone",0,1
49.1012369569346,134,111.333866326003,0.00149253731343284,"pisasterochraceus",1,1
-335.093853754387,489,513.468150111873,0.370720188902007,"limpet",0,1
-845.715073282708,142,905.808220544164,0.44912641315519,"polynoidae",0,1
112.951910709552,140,145.642964795704,0.00104058272632674,"gobiesocidae",1,1
253.563734955012,353,334.243064508838,0.00109529025191676,"grapsusgrapsus",1,1
878.422302169492,1944.5,1727.4881115935,0.00104058272632674,"morayeel",1,1
1051.15087849113,2531,1780.17721100524,0.00105932203389831,"puffin",1,1
30.0236286207111,195.5,126.247043694132,0.00138312586445367,"guillemot",1,1
235.934704107139,511.5,369.628429777156,0.00125,"skua",1,1
28.6830834809487,184,205.748720222889,0.00483091787439614,"spinnershark",1,1
12.273831909077,1240,933.796266441281,0.0230263157894737,"elephantseal",1,1
-184.211401310875,1413.5,448.815151440961,0.188445667125172,"humpbackwhale",0,1
-1375.34504349605,4507.5,3536.10982908328,0.24625,"killerwhale",0,1
1207.35683164369,4378.5,3368.23829896098,0.00117647058823529,"whaleshark",1,1
1118.19710240222,4378.5,3270.06020842701,0.00117647058823529,"whaleshark",1,1
78.6577253331788,1009,433.179847651676,0.00237812128418549,"herring",1,1
1292.20605774393,4611,2976.56689830567,0.00118906064209275,"spermwhale",1,1
-1.09961920093218,21,16.6046307780652,0.0404040404040404,"saddlebackclownfish",1,1
-23.52416015438,143,89.6645818526646,0.148634984833165,"silkyshark",0,1
-19074.4181129779,2793.5,12490.2817362647,0.386773547094188,"dolphin",0,1
1134.51910579264,2687.5,2247.59657237623,0.00103092783505155,"leatherbackseaturtle",1,1
